"Data Set 1:Time(s)","Data Set 1:Absorbance"
0,-0.0017523590402870326
1,-0.0017367556078694631
2,-0.0011958930936017075
3,-0.0018905223557314757
4,-0.0016974977072261291
5,-0.0014055521228466242
6,0.0023681024182369875
7,-0.0012920013926686735
8,-0.0015241327382765253
9,-0.0018796845423985373
10,-0.0018796845423985373
11,-0.0022216383160114836
12,-0.0020933452284993474
13,0.00062865730719680415
14,-0.001001079635215459
15,0.0033725722732405481
16,0.0012085801789906813
17,-0.00021134362194830854
18,-0.0016795280692741461
19,-0.0019763713762878036
20,-0.0009937806679476116
21,0.0012394176932023419
22,0.0065041761798776115
23,0.027166091997127065
24,0.050616790666718939
25,0.078446984324693894
26,0.086806879980884835
27,0.092270671387836636
28,0.092270671387836636
29,0.1053672399041386
30,0.12521061780368012
31,0.15125786442780503
32,0.19126238607612886
33,0.28333379748659254
34,0.30576226376361709
35,0.31507867868630257
36,0.33314779824812474
37,0.34992651175520034
38,0.33967901602906786
39,0.34153516978873466
40,0.34152853241181547
41,0.34205513472776367
42,0.34271340740106221
43,0.34604282177823237
44,0.34604282177823237
45,0.35482676740367591
46,0.35212866914011642
47,0.34668284132647881
48,0.34587793865026445
49,0.34378063478993098
50,0.34298454553960767
51,0.34252386085638131
52,0.36281253680630604
53,0.34776457214922601
54,0.34310705097070127
55,0.34159754156249927
56,0.34056523938430255
57,0.34100155908292434
58,0.33986356984668059
59,0.34009054728646099
60,0.33892744466275143
61,0.33892744466275143
62,0.33941645796252579
63,0.33856343672808387
64,0.33840913349323343
65,0.33775622701356695
66,0.33768175484980634
67,0.33623241210765986
68,0.33699557414987635
69,0.3365217373905805
70,0.33571605288179412
71,0.33505746622948152
72,0.33494233965880738
73,0.33470559603630956
74,0.333943849326019
75,0.33908425305580786
76,0.33966952128537614
77,0.33966952128537614
78,0.34702043947171612
79,0.33525239195274914
80,0.33284672288794631
81,0.3314756416321466
82,0.33121248629926586
83,0.3310226860705025
84,0.33055525131564401
85,0.33082195628103522
86,0.34028352762978026
87,0.33637690855024022
88,0.33102915626092994
89,0.32944641474681452
90,0.33634447032436665
91,0.33680441395579369
92,0.32900973726121396
93,0.32791877335344455
