"Data Set 1:Time(s)","Data Set 1:Absorbance"
0,-0.002000183627085672
1,-0.0030452781607768803
2,-0.0027866352182342939
3,-0.0024217600135337729
4,-0.0025223643444914384
5,0.005168633099997111
6,-0.00033115441501934128
7,0.0002791451905028719
8,0.0025558762478488689
9,0.001509154510167147
10,0.00016381817167550791
11,-0.00065834234317920057
12,-0.0020158549831439387
13,-0.0027077908820987004
14,-0.0027077908820987004
15,-0.0024301906707116555
16,-0.0023162613058237192
17,0.0016808312123966385
18,-0.0020922623187525544
19,-0.0031700642243301935
20,-0.0025295546881133704
21,-0.002523327990014253
22,-0.0023398507087836269
23,-0.00270783217677959
24,-0.002618805445630971
25,-0.0030873628454369437
26,-0.0028315618093430156
27,-0.0029127231649980286
28,1.4135996191673901e-06
29,0.0011066654003056029
30,0.0068458964739565552
31,0.0029669378589350999
32,-0.0018734137581513544
33,-0.0026032067418824728
34,-0.0024287061560812912
35,-0.0024287061560812912
36,-0.00027252898241216054
37,-0.00031892608757163227
38,0.0041985331093405817
39,0.0006221183409115187
40,-0.0013771676440443119
41,-0.0024423983452933544
42,-0.0029357976464030005
43,0.001108288106661052
44,-0.0022340390176497434
45,-0.0028526004358170394
46,-0.0021060216527708066
47,0.0017489226634984127
48,0.025653010648525352
49,0.065225562781180149
50,0.10290477706884414
51,0.13111859154048774
52,0.15014852928191302
53,0.15998304640196834
54,0.17875071772863899
55,0.17250904613837575
56,0.17250904613837575
57,0.17010580352437665
58,0.17156477977010878
59,0.17109999306350782
60,0.17099356932838297
61,0.17171998904070634
62,0.18581751059270052
63,0.1748570366291044
64,0.18389670905573058
65,0.17244977342631856
66,0.16870024347484189
67,0.16749522656288945
68,0.16745327363441201
69,0.16635204342662605
70,0.17333278508903269
71,0.17405503563454588
72,0.16694678303844324
73,0.16395101377708882
74,0.17728900450266333
75,0.18003319120382255
76,0.16472663924897324
77,0.16472663924897324
78,0.16135674940678441
79,0.16001740163637673
80,0.1585376924601487
81,0.15858618071603861
82,0.15739640986363632
83,0.15650264308691381
84,0.16891708471703917
85,0.16194936004234878
86,0.17228942100080272
87,0.16920136759227986
88,0.15604993037663581
89,0.1522510479949703
90,0.15203606656996213
91,0.15008743488688867
92,0.14878566348956171
93,0.14824280747737653
94,0.14726957096347387
95,0.1461150791418652
96,0.14506605321951938
97,0.14930805169127001
98,0.14930805169127001
99,0.14596638106721252
100,0.14404211236052022
101,0.1464268933023988
102,0.14421073091474337
103,0.14128603674353585
104,0.13994750252540014
105,0.13931423354500344
106,0.13878415821109458
107,0.13723391827918582
108,0.1373356016596014
109,0.13610167345863289
110,0.13504222951531328
111,0.13428909330168809
112,0.14426148851875228
113,0.13563904343706329
114,0.13342000014902097
115,0.13238376177306757
116,0.13048954340892685
117,0.12953453437389911
118,0.12953453437389911
119,0.12910552785752924
120,0.12833251992330541
121,0.12693430584040552
122,0.13024434936356541
123,0.12585719854734448
124,0.12448007608788
125,0.12359920964196705
126,0.12295794917537803
127,0.12196372860049229
128,0.12080643592196576
129,0.1204771717128032
130,0.13252452922757232
131,0.13363057645606274
132,0.13167469394295359
133,0.11952450959660972
134,0.12624773871568759
135,0.11688142854397991
136,0.11502274844499863
137,0.1142530198572252
138,0.1142530198572252
139,0.11320971044665301
140,0.11243017387480063
141,0.11139715072165753
142,0.11133522190243217
143,0.11003939914676314
144,0.110038799924292
145,0.11149061506417637
146,0.1146091446278979
147,0.13627789642045027
148,0.11776853737702166
149,0.12620985619861264
150,0.10902713525147435
151,0.10461981959941184
152,0.1033876364144287
153,0.10215679485619257
154,0.10173841479457162
155,0.10156468224545327
156,0.099709770835599468
157,0.098317166047117086
158,0.098317166047117086
159,0.10010218374498973
160,0.097468571739938129
161,0.096212512571115807
162,0.095456385530827872
163,0.094178834743230397
164,0.1056042759592353
165,0.16327939292683968
166,0.11287764408188709
167,0.09615663409794073
168,0.091694899777145233
169,0.089906154402487101
170,0.094884487757632419
171,0.090989450161306745
172,0.088123741784056853
173,0.086587440878985136
174,0.09157933912075214
175,0.093852859927941776
