"Data Set 1:Time(s)","Data Set 1:Absorbance"
0,0.00032897560477329613
1,0.00054884032181155005
2,0.0026181783340874175
3,0.0011908051031186714
4,0.00015648841517689564
5,0.00014471627131732074
6,0.0002995804342096934
7,0.0011471551094754358
8,0.00079719229891875483
9,0.00079719229891875483
10,-0.00022201838012403385
11,0.00054039462505288687
12,0.00077693515382497584
13,0.0007340609956272133
14,7.9510737072855756e-05
15,0.0015236956952910643
16,0.0022441041850993493
17,0.00034369591227526958
18,0.00083061376346014917
19,0.0071160597526531404
20,0.001917703609003348
21,0.00043475997984856465
22,7.1818622233058938e-05
23,0.0007775995872209081
24,0.00085922175080569059
25,0.00065915416174102683
26,0.00049021925441383729
27,0.00049021925441383729
28,0.0043228496361623851
29,0.0029592141275668706
30,0.0016954814575976141
31,0.0096052817941576496
32,0.033166247665474484
33,0.059541816691864244
34,0.12645223968370359
35,0.15707282153921648
36,0.16459405450360645
37,0.1772428365891793
38,0.19018196145553229
39,0.19900178415780426
40,0.20512483209237065
41,0.20847914462658454
42,0.21327450408037452
43,0.23171604392353143
44,0.23171604392353143
45,0.2195521451335698
46,0.22013446748325718
47,0.21579840280901894
48,0.21435293063920308
49,0.21429068041200391
50,0.21663356513072837
51,0.21383685130148677
52,0.2130186948474502
53,0.21295344003222277
54,0.21252003046193557
55,0.21267145253465161
56,0.2135676644399164
57,0.21239807597504215
58,0.21572616709014361
59,0.21250075764373838
60,0.21250075764373838
61,0.21221749819680358
62,0.21229811855292585
63,0.21258116223260057
64,0.21214700016966578
65,0.21166898904505307
66,0.21237592287240917
67,0.21680028366132567
68,0.21294861852072391
69,0.21180277672306025
70,0.21080242903803284
71,0.21060044563261932
72,0.21816482543678314
73,0.21132415134902399
74,0.21041875626320547
75,0.20971576243292028
76,0.20971576243292028
77,0.20979035438474763
78,0.20928831344153948
79,0.20907453136525619
80,0.20840872800719251
81,0.20890411073603285
82,0.20854008772808502
83,0.20813188297408988
84,0.22761903701933123
85,0.22105567485844663
86,0.23887550718972675
87,0.22029965926553735
88,0.21159410476645266
89,0.20886771882686481
90,0.20713349078508234
91,0.20627702441653065
92,0.20616494438241165
93,0.20616494438241165
94,0.20665957419035402
95,0.20624916429430412
96,0.20546123365780541
97,0.20519133245402443
98,0.20515441540930679
99,0.204948108195529
100,0.20459841112390045
101,0.20484619076746582
102,0.20903475240372255
103,0.20479627819690696
104,0.2036670063570091
105,0.20355109517715542
106,0.20316513900803659
107,0.20304695381142246
108,0.20224138436917202
109,0.20224138436917202
110,0.2023245328698656
111,0.20223867148269464
112,0.2018961259891385
113,0.20182322759754243
114,0.20159208136899132
115,0.20720354314259914
116,0.20370562446086854
117,0.20144342953791863
118,0.20026812178368919
119,0.20276259129300997
120,0.20537044892606751
121,0.20013892272381356
122,0.19938036389694205
123,0.19950692299593714
124,0.19898177526145064
125,0.20359254803284663
126,0.20359254803284663
127,0.20412310725480629
128,0.19967010782697148
129,0.19927205981775659
130,0.21116180426270309
131,0.20733925711149298
132,0.21469144745974353
133,0.2001229311851602
134,0.19710974656218175
135,0.19673561610703166
136,0.19725683139984115
137,0.19642683371478248
138,0.19615433197438953
139,0.19576347266473285
140,0.19571110210912698
141,0.19516057845728024
142,0.19516057845728024
143,0.19471568764441016
144,0.19482288944749443
145,0.19450483143859656
146,0.19454228075747745
147,0.19404502281016922
148,0.1936682033312925
149,0.19466547096719319
150,0.19373167528289559
151,0.19369050561686935
152,0.19287645608781775
153,0.19260466932666082
154,0.19265842498300328
155,0.19213745000302132
156,0.24970239327384636
157,0.20465229601728124
158,0.20465229601728124
159,0.19969954496732309
160,0.19601008375095935
161,0.19475861354629159
162,0.19905033915809955
163,0.20010689707968349
164,0.1950622955901368
165,0.19515881865568757
166,0.19120570802552833
167,0.1895835321494885
168,0.18951447181901734
169,0.1889856903823646
170,0.18835517127185947
171,0.18850057439223591
172,0.18830692405862232
173,0.18820602567432407
174,0.18820602567432407
175,0.18718531323674567
176,0.18733203242381163
177,0.18704435006825934
178,0.18693953741002053
179,0.18620765303914352
180,0.18686999975641616
181,0.18595254729872651
182,0.18549253507824781
183,0.1858864641247629
184,0.18540053678854829
185,0.18464210971957401
186,0.20092908796950645
187,0.19235429050311273
188,0.19541233702129288
189,0.18580838419027898
190,0.18580838419027898
191,0.18445981680590293
192,0.18398335640678923
193,0.18327720444573181
