"Data Set 1:Time(s)","Data Set 1:Absorbance"
0,0.0027977222838187674
1,0.0081219412497370858
2,0.004521735166435518
3,0.0044644641405142977
4,0.0013201076424814938
5,-0.00018407074747943674
6,-8.2260861133794563e-05
7,0.0060404386310153766
8,0.00287964482719012
9,0.001239451870987655
10,0.001239451870987655
11,0.00041026102646196292
12,0.00060065062659713972
13,0.00015920565896025232
14,-6.6975158405524485e-05
15,-0.00023869054887271091
16,1.6807913873654692e-05
17,2.4312897059619585e-06
18,-0.00019735562439781399
19,7.8143487655779609e-05
20,-0.00028918481625398823
21,-6.0554634206437065e-05
22,5.276838134358937e-05
23,0.00017205616883533281
24,-0.00013683916417968808
25,-0.00014934071071439625
26,3.7162379622627623e-06
27,3.7162379622627623e-06
28,6.9701345683418714e-05
29,0.00039741808099260647
30,-0.00012555537356223983
31,7.599977106576006e-06
32,8.0640485728578073e-05
33,6.0292160588929868e-05
34,0.00025631401936045963
35,0.0041358328947656746
36,0.00021238176024667154
37,0.00063279056449124427
38,0.0075152971121496808
39,0.0083804583384245561
40,0.0054161485155393907
41,0.0022898640565789828
42,0.00051985477176884245
43,8.1510721193452557e-05
44,3.5419763687416508e-05
45,3.5419763687416508e-05
46,0.00022974911739530589
47,-0.00018963204498450754
48,4.2523034415845966e-05
49,0.0035202510661401861
50,0.0096221353548615451
51,0.017788034066620623
52,0.027179630638363001
53,0.038306409211604081
54,0.048731277758748331
55,0.059004184051550425
56,0.069564998409989143
57,0.080004666190559362
58,0.090881599825413759
59,0.1017633529285126
60,0.11665446349657545
61,0.11665446349657545
62,0.1385278701981793
63,0.14086082136576319
64,0.15333254126380153
65,0.17084787429209844
66,0.18145655029823848
67,0.17878553381969151
68,0.18648004765762616
69,0.18522925917177818
70,0.18541233116955136
71,0.18566764712611025
72,0.18617966569090019
73,0.18592569852926896
74,0.18607537519916409
75,0.18569338105659897
76,0.18494759929900026
77,0.18484393107690739
78,0.18484393107690739
79,0.18459295889381871
80,0.18439675206672135
81,0.18383909090791509
82,0.1828106170753013
83,0.18245577430453155
84,0.1819143764938575
85,0.18198963193049689
86,0.18102244715783952
87,0.17988036045626235
88,0.18460528430139486
89,0.18716799508838075
90,0.18221276087296107
91,0.17854209294028764
92,0.17780943344558695
93,0.17713698420136331
94,0.17723947480314492
95,0.17723947480314492
96,0.17684796792341975
97,0.17656929106193242
98,0.17667575295971566
99,0.17605218526890362
100,0.17961205194146176
101,0.17547662248586135
102,0.17414187625821675
103,0.17343549603655373
104,0.17270839135681806
105,0.17273079551967521
106,0.17296493958667722
107,0.17268098925000006
108,0.17120811094934976
109,0.17075403057964406
110,0.17074334450839929
111,0.17074334450839929
112,0.17912463578478188
113,0.17019017213111229
114,0.16855257729143955
115,0.1682839888650623
116,0.16764526574821567
117,0.16656171082354151
118,0.16569877392436463
119,0.16533945810571229
120,0.16581087124626126
121,0.1650230003002531
122,0.16471884066159379
123,0.16360989439281445
124,0.1631551295111312
125,0.16335979722889879
126,0.16232529106319829
127,0.16232529106319829
128,0.16180837969578796
129,0.161506952270661
130,0.16088609478921137
131,0.16055445463338752
132,0.16034503392393454
133,0.15949691762329768
134,0.15876186744350618
135,0.15885730618221447
136,0.15801720382874856
137,0.15820206621247915
138,0.15686396984245701
139,0.15643954953069775
140,0.1557219255796703
141,0.15573681821423796
142,0.1547346285150735
143,0.15489042024026775
144,0.15489042024026775
145,0.15412058958832647
146,0.15275425442566609
147,0.15295239080341366
148,0.15449726248815165
149,0.16384417603986762
150,0.15479916946401234
151,0.15220301442569786
152,0.15054068802170784
153,0.14958756517774568
154,0.1498691266660459
155,0.18422351322021627
156,0.16173708908729154
157,0.15303199798578807
158,0.15587004790502762
159,0.1480052278079442
160,0.14651882565429741
161,0.14651882565429741
162,0.14633107703651449
163,0.14501571252254303
164,0.14472795449625811
165,0.14766988047296342
166,0.153811056100432
167,0.14480761196648034
168,0.14269523556412533
169,0.14198753790231633
170,0.14127886104677254
171,0.14266005425591702
172,0.14524179375656285
173,0.1423832152724239
174,0.15386729732530283
175,0.1435700775212112
176,0.15743019673272676
177,0.14241310901774848
178,0.14241310901774848
179,0.13751677058172998
180,0.1366285642288298
181,0.13644148848924728
182,0.13629118504457113
183,0.13513850962152416
184,0.13494533423018351
185,0.13411697281381726
186,0.13380770457143409
187,0.13616297683993644
188,0.14495577648673511
189,0.1357693399284593
190,0.13293110359147436
191,0.1314577952124501
192,0.13099928854385198
193,0.13359855145831834
194,0.13382708075440669
195,0.13382708075440669
196,0.12946942945842435
197,0.12817701931295425
198,0.12815857995075094
199,0.12761749364554306
200,0.12715060297261208
201,0.12681821212162617
202,0.1265378088733447
203,0.12563911779080825
204,0.12460911471956279
205,0.12420930789538606
206,0.1243761850376681
207,0.12392710904700152
208,0.12307278151881297
209,0.12247321294140037
210,0.12171264839771039
211,0.12171264839771039
212,0.12419239170995874
213,0.12188617557133509
214,0.12002628383519265
215,0.12001390782682385
216,0.11887884109468355
217,0.11872184718341078
218,0.11813160591664659
219,0.11847801867865475
220,0.11725876618098012
221,0.11742179192338106
