"Data Set 1:Time(s)","Data Set 1:Absorbance"
0,-0.00063857223343600404
1,-0.0025405567162044267
2,-0.0035816107797346972
3,-0.003135160035419323
4,-0.0032940487617397689
5,-0.0019965731250068211
6,-0.0032766223117870769
7,-0.0035893536860670317
8,-0.0038062047524537236
9,-0.0035104767518540155
10,-0.00030514653829891711
11,-0.00043019885628714505
12,-0.00077743105448626617
13,-0.0030917533045483245
14,-0.00040697248028010634
15,0.00052907370198031309
16,0.001657633347178337
17,-0.00090982156904425204
18,0.00026731009902355811
19,-0.0018516207935106146
20,0.0014097917189964744
21,-0.0014167568050086861
22,-0.0025926156436265244
23,-0.00060554057866262965
24,-0.0020683933793049412
25,-0.0027718043852655565
26,-0.0032573879556375474
27,-0.0035879969150372244
28,-0.0022543726025501401
29,-0.0028038520879318796
30,-0.0016346244059301776
31,-0.0026419671932746526
32,-0.0022866524622800811
33,0.0014814994987784786
34,0.0022829389641013738
35,0.0037985204555721036
36,0.019295087737409192
37,0.053091168807267525
38,0.053091168807267525
39,0.091024113680885421
40,0.12581055545575001
41,0.14840977385449397
42,0.1635607936206015
43,0.17207444072842726
44,0.17627632744161925
45,0.18327691963912371
46,0.18522845616137748
47,0.18348537187244746
48,0.18266773927318702
49,0.18381042490567759
50,0.18419642537959302
51,0.18347063081604845
52,0.18628784040519145
53,0.18696992753325681
54,0.18564091959975051
55,0.1839759930193921
56,0.18442643087223462
57,0.18820626514716282
58,0.19174970675352027
59,0.18883435715796967
60,0.18541775634517782
61,0.18242347604534051
62,0.18157848724310022
63,0.18026699033527577
64,0.18064431968776898
65,0.17948137147550744
66,0.17905481852602467
67,0.1787946569658489
68,0.17822236110196069
69,0.1783524469354954
70,0.17753933172840436
71,0.1760187983004948
72,0.17881007254823811
73,0.17849779010470018
74,0.17392971639075192
75,0.17619759580574915
76,0.19509047896162957
77,0.18614849365350752
78,0.17526084004303102
79,0.17020808811161212
80,0.16976519593787601
81,0.16848887748341917
82,0.16782943331872544
83,0.16610137157746194
84,0.16438380209314563
85,0.16438380209314563
86,0.16501211219474135
87,0.16338456893239267
88,0.1634433650395242
89,0.16246804039473559
90,0.16167404635308127
91,0.160689526619955
92,0.16140509840940614
93,0.16128024261240359
94,0.1664665983675932
95,0.16075098715395508
96,0.16158781436934547
97,0.15839695852911889
98,0.15521379247066266
99,0.15606675783512236
100,0.15431400479329055
101,0.15344090999645113
102,0.15125742921038529
103,0.15102891004482391
104,0.1502387576261979
105,0.14994524670255968
106,0.14982727716377545
107,0.15263089217678216
108,0.15121944819111965
109,0.14692382558446007
110,0.14579489362125372
111,0.14483585541980984
112,0.14423766391289078
113,0.14387640078292499
114,0.14169643854809463
115,0.14218605231147302
116,0.14039249284122204
117,0.14120765934195217
118,0.14099374325222863
119,0.13941205002739152
120,0.13777413585654188
121,0.13651796651950665
122,0.13720758101353075
123,0.13585903904875976
124,0.13409673132165084
125,0.13325241086600403
126,0.1316452536498664
127,0.13173392038866955
128,0.13700995966945301
129,0.13352303216467129
130,0.13009986371813234
131,0.12824251008217802
132,0.12679234835326289
133,0.13129335172292808
134,0.13484359284071079
135,0.13484359284071079
136,0.12814010769648856
137,0.12619249267676669
138,0.12627834369996699
139,0.12325180188002599
140,0.12145286456386004
141,0.12006282050274682
142,0.12088007205042969
143,0.12143475191121132
144,0.11843105685655385
145,0.11862428157961497
146,0.11697685931540572
147,0.11593795981475385
148,0.11594618362727352
149,0.11434367599305487
150,0.11700334630847084
151,0.1148875606309622
152,0.11493814912506115
153,0.11572961180737863
154,0.13085677915809923
155,0.1346829982367212
156,0.11934837228269037
157,0.11359327101113297
158,0.10843306411485044
159,0.10635786179947693
160,0.10676128861286513
161,0.11095454638104089
162,0.10572497665740485
163,0.10360674553115315
164,0.10222486013334088
